,Amount,Cycle,Name,Party,RealCode,Type
2006,142500.0,2000,Bluegrass Cmte,R,J,24K
2005,1562.0,2000,Blockey 2000,R,Z,24K
1986,9550.0,2000,Barrett for Congress,D,Z,24K
1985,7300.0,2000,Barrett Cmte,R,Z,24K
1984,76106.0,2000,Barney Frank for Congress Cmte,D,Z,24K
1983,3500.0,2000,Barcia for Congress,D,Z,24K
1963,844228.0,2000,Americans for a Republican Majority,R,J,24K
4667,0.0,2000,,U,L,24Z
5074,0.0,2000,,U,B,24Z
5073,0.0,2000,,U,B,24R
5072,0.0,2000,,U,B,24P
5071,0.0,2000,,U,B,24K
5070,0.0,2000,,U,B,24H
5069,0.0,2000,,U,B,24N
5068,0.0,2000,,U,B,24C
5067,0.0,2000,,U,B,24A
5066,0.0,2000,,U,B,24F
5065,0.0,2000,,U,B,24E
5064,0.0,2000,,R,B,24Z
5063,0.0,2000,,R,B,24R
5062,0.0,2000,,R,B,24P
1964,8163.0,2000,Americans for a Republican Majority,R,J,24Z
180,0.0,2000,,3,A,24E
1965,6500.0,2000,Andrews for Congress Cmte,D,Z,24K
1967,2000.0,2000,Anna Eshoo for Congress,D,Z,24Z
1982,1000.0,2000,Barbara Lee for Congress,D,Z,24Z
1981,13352.0,2000,Barbara Lee for Congress,D,Z,24K
1980,12000.0,2000,Barbara Kennelly for Congress,D,Z,24K
1979,5000.0,2000,Baldacci for Congress,D,Z,24K
1978,1000.0,2000,Balanoff for Congress,D,Z,24K
1977,42000.0,2000,Baker for Congress Cmte,R,Z,24K
1976,283.0,2000,Bachus for Congress,R,Z,24Z
1975,55029.0,2000,Bachus for Congress,R,Z,24K
1974,1000.0,2000,BACKPAC:Bldg America's Conscience & Kids,D,J,24Z
1973,39000.0,2000,BACKPAC:Bldg America's Conscience & Kids,D,J,24K
1972,1050.0,2000,Azinger for Congress,R,Z,24K
1971,3000.0,2000,Asa Hutchinson for Congress Cmte,R,Z,24K
1970,25000.0,2000,Archer's Arrows,D,J,24K
1969,3000.0,2000,Archer for Congress Cmte,R,Z,24K
1968,300.0,2000,ApplePAC,D,J,24K
1966,52000.0,2000,Anna Eshoo for Congress,D,Z,24K
179,0.0,2000,,L,A,24Z
178,0.0,2000,,L,A,24R
177,0.0,2000,,L,A,24P
6653,0.0,2000,,U,Z,24P
6652,0.0,2000,,U,Z,24K
6651,0.0,2000,,U,Z,24H
6650,0.0,2000,,U,Z,24N
6649,0.0,2000,,U,Z,24C
6648,0.0,2000,,U,Z,24A
6654,0.0,2000,,U,Z,24R
6647,0.0,2000,,U,Z,24F
6645,0.0,2000,,R,Z,24P
6644,0.0,2000,,R,Z,24H
6643,0.0,2000,,R,Z,24A
6642,0.0,2000,,R,Z,24F
6641,0.0,2000,,3,Z,24R
6640,0.0,2000,,3,Z,24P
6646,0.0,2000,,U,Z,24E
6655,0.0,2000,,U,Z,24Z
5013,0.0,2000,, ,B,24R
5014,0.0,2000,, ,B,24Z
1924,10000.0,2000,4th Congressional Dist Repub Party of MN,R,Z,24K
1923,3000.0,2000,2nd Congressional District Special Acct,D,Z,24K
1922,500.0,2000,21st Century PAC of Texas,D,Z,24K
1921,3000.0,2000,21st Century Majority Fund,R,J,24K
1920,500.0,2000,21st Century Leadership PAC,R,Z,24K
1919,5000.0,2000,21st Century Freedom PAC,R,J,24Z
1918,20333.0,2000,21st Century Freedom PAC,R,J,24K
1917,1000.0,2000,1st District Dem Congressional Cmte/Iowa,D,Z,24K
1916,25810.0,2000,1999 State Victory Fund Cmte,R,Z,24K
1915,5201.0,2000,16th Congressional Dist Democratic Party,D,Z,24K
1914,1200.0,2000,12th Congr District Republican Cmte,R,Z,24K
1913,8000.0,2000,11th District Democratic Cmte,D,Z,24K
1912,6000.0,2000,11th Congressional District Democratic Cmte of VA,D,Z,24K
5016,0.0,2000,,D,B,24F
5015,0.0,2000,,D,B,24E
6639,0.0,2000,,3,Z,24H
6638,0.0,2000,,3,Z,24A
6637,0.0,2000,,3,Z,24F
6636,0.0,2000,,L,Z,24Z
6616,0.0,2000,, ,Z,24R
6615,0.0,2000,, ,Z,24P
6614,0.0,2000,, ,Z,24K
6613,0.0,2000,, ,Z,24H
6612,0.0,2000,, ,Z,24N
6611,0.0,2000,, ,Z,24C
6610,0.0,2000,, ,Z,24A
6609,0.0,2000,, ,Z,24F
6608,0.0,2000,, ,Z,24E
5005,0.0,2000,, ,B,24E
5006,0.0,2000,, ,B,24F
5007,0.0,2000,, ,B,24A
5008,0.0,2000,, ,B,24C
5009,0.0,2000,, ,B,24N
5010,0.0,2000,, ,B,24H
6617,0.0,2000,, ,Z,24Z
1925,5000.0,2000,4th Congressional Dist Republican Party,R,Z,24K
6618,0.0,2000,,D,Z,24H
6620,0.0,2000,,I,Z,24E
6635,0.0,2000,,L,Z,24R
6634,0.0,2000,,L,Z,24P
6633,0.0,2000,,L,Z,24H
6632,0.0,2000,,L,Z,24N
6631,0.0,2000,,L,Z,24C
6630,0.0,2000,,L,Z,24A
6629,0.0,2000,,L,Z,24E
6628,0.0,2000,,I,Z,24Z
6627,0.0,2000,,I,Z,24R
6626,0.0,2000,,I,Z,24P
6625,0.0,2000,,I,Z,24H
6624,0.0,2000,,I,Z,24N
6623,0.0,2000,,I,Z,24C
6622,0.0,2000,,I,Z,24A
6621,0.0,2000,,I,Z,24F
6619,0.0,2000,,D,Z,24P
2020,4680.0,2000,Bob Smith for President Cmte,R,Z,24Z
1926,1200.0,2000,5th Congressional Dist Republican Club,R,Z,24K
1928,4000.0,2000,8th Congressional Dist Repub Party/MN,R,Z,24K
157,0.0,2000,,D,A,24P
156,0.0,2000,,D,A,24K
155,0.0,2000,,D,A,24H
154,0.0,2000,,D,A,24N
153,0.0,2000,,D,A,24C
152,0.0,2000,,D,A,24A
158,0.0,2000,,D,A,24R
151,0.0,2000,,D,A,24F
150,0.0,2000,,D,A,24E
149,0.0,2000,, ,A,24Z
148,0.0,2000,, ,A,24R
147,0.0,2000,, ,A,24P
146,0.0,2000,, ,A,24K
145,0.0,2000,, ,A,24H
1962,2105.0,2000,Americans for Responsible Leadership,D,J,24Z
159,0.0,2000,,D,A,24Z
160,0.0,2000,,I,A,24E
161,0.0,2000,,I,A,24F
176,0.0,2000,,L,A,24K
175,0.0,2000,,L,A,24H
174,0.0,2000,,L,A,24N
173,0.0,2000,,L,A,24C
172,0.0,2000,,L,A,24A
171,0.0,2000,,L,A,24F
170,0.0,2000,,L,A,24E
169,0.0,2000,,I,A,24Z
168,0.0,2000,,I,A,24R
167,0.0,2000,,I,A,24P
166,0.0,2000,,I,A,24K
165,0.0,2000,,I,A,24H
164,0.0,2000,,I,A,24N
163,0.0,2000,,I,A,24C
162,0.0,2000,,I,A,24A
144,0.0,2000,, ,A,24N
143,0.0,2000,, ,A,24C
142,0.0,2000,, ,A,24A
141,0.0,2000,, ,A,24F
1943,1786.0,2000,Alliance for the West,R,J,24Z
1942,110500.0,2000,Alliance for the West,R,J,24K
1941,4496.0,2000,Albemarle Charlottesville Dem Party,D,Z,24E
1940,7500.0,2000,Alan Mollohan for Congress Cmte,D,Z,24K
1939,5500.0,2000,Akaka in 2000,D,Z,24K
1938,2000.0,2000,Afflerbach for Congress,D,Z,24K
1937,16000.0,2000,Adam Smith for Congress,D,Z,24K
1936,47500.0,2000,Adam Smith PAC,R,J,24K
1935,8500.0,2000,Acorn PAC,R,J,24K
1934,3500.0,2000,Abrams Cmte,D,Z,24K
1933,1176.0,2000,"Abraham, Philip F", ,Y,24E
1932,6050.0,2000,Abercrombie Back to Congress Cmte,D,Z,24K
1931,18084.0,2000,"Abele, Chris", ,Y,24A
1930,6000.0,2000,A Lot of People Supporting Tom Daschle,D,Z,24K
1929,1000.0,2000,8th Congressional Dist of VA Repub Cmte,R,Z,24K
1944,643244.0,2000,AmeriPAC: The Fund for a Greater America,D,J,24K
1927,8000.0,2000,6th Congressional District Repub Cmte,R,Z,24K
1945,256.0,2000,AmeriPAC: The Fund for a Greater America,D,J,24Z
1947,64000.0,2000,America Works,D,J,24K
140,0.0,2000,, ,A,24E
1961,140500.0,2000,Americans for Responsible Leadership,D,J,24K
1960,67000.0,2000,Americans for Law & Liberty,R,J,24K
1959,49.0,2000,American Success PAC,R,J,24Z
1958,519000.0,2000,American Success PAC,R,J,24K
1957,33500.0,2000,American Spirit,R,J,24K
1956,2500.0,2000,American Sound Conservative PAC,R,J,24K
1955,67776.0,2000,American Renewal PAC,R,J,24Z
1954,126565.0,2000,American Renewal PAC,R,J,24K
1953,6307.0,2000,American Prosperity PAC,R,J,24Z
1952,45000.0,2000,American Prosperity PAC,R,J,24K
1951,40000.0,2000,American Leadership Council,R,J,24K
1950,1991.0,2000,American Leadership Council,R,J,24E
1949,500.0,2000,American Independent Party of California,3,Z,24K
1948,17750.0,2000,American Dream PAC,R,J,24K
1946,2800.0,2000,America 2000 Fund,R,J,24K
2130,44000.0,2000,Committee to Re-Elect Loretta Sanchez,D,Z,24K
2021,81000.0,2000,Bob Smith for US Senate,R,Z,24K
2023,7000.0,2000,Bob Wise for Congress Cmte,D,Z,24K
6241,0.0,2000,,D,X,24P
6242,0.0,2000,,D,X,24R
6243,0.0,2000,,D,X,24Z
6244,0.0,2000,,I,X,24E
6245,0.0,2000,,I,X,24F
6246,0.0,2000,,I,X,24A
6240,0.0,2000,,D,X,24K
6247,0.0,2000,,I,X,24C
6249,0.0,2000,,I,X,24H
6250,0.0,2000,,I,X,24K
6251,0.0,2000,,I,X,24P
6252,0.0,2000,,I,X,24R
6253,0.0,2000,,I,X,24Z
6254,0.0,2000,,L,X,24E
6248,0.0,2000,,I,X,24N
4666,0.0,2000,,U,L,24R
4665,0.0,2000,,U,L,24P
4664,0.0,2000,,U,L,24K
4649,0.0,2000,,R,L,24F
4650,0.0,2000,,R,L,24A
4651,0.0,2000,,R,L,24C
4652,0.0,2000,,R,L,24N
4653,0.0,2000,,R,L,24H
4654,0.0,2000,,R,L,24K
4655,0.0,2000,,R,L,24P
4656,0.0,2000,,R,L,24R
4657,0.0,2000,,R,L,24Z
4658,0.0,2000,,U,L,24E
4659,0.0,2000,,U,L,24F
4660,0.0,2000,,U,L,24A
4661,0.0,2000,,U,L,24C
4662,0.0,2000,,U,L,24N
4663,0.0,2000,,U,L,24H
6255,0.0,2000,,L,X,24F
4648,0.0,2000,,R,L,24E
6256,0.0,2000,,L,X,24A
6258,0.0,2000,,L,X,24N
6278,0.0,2000,,R,X,24N
6279,0.0,2000,,R,X,24H
6280,0.0,2000,,R,X,24K
6281,0.0,2000,,R,X,24P
6282,0.0,2000,,R,X,24R
6283,0.0,2000,,R,X,24Z
6277,0.0,2000,,R,X,24C
6284,0.0,2000,,U,X,24E
6286,0.0,2000,,U,X,24A
6287,0.0,2000,,U,X,24C
6288,0.0,2000,,U,X,24N
6289,0.0,2000,,U,X,24H
6290,0.0,2000,,U,X,24K
6291,0.0,2000,,U,X,24P
6285,0.0,2000,,U,X,24F
6276,0.0,2000,,R,X,24A
6275,0.0,2000,,R,X,24F
6274,0.0,2000,,R,X,24E
6259,0.0,2000,,L,X,24H
6260,0.0,2000,,L,X,24K
6261,0.0,2000,,L,X,24P
6262,0.0,2000,,L,X,24R
6263,0.0,2000,,L,X,24Z
6264,0.0,2000,,3,X,24E
6265,0.0,2000,,3,X,24F
6266,0.0,2000,,3,X,24A
6267,0.0,2000,,3,X,24C
6268,0.0,2000,,3,X,24N
6269,0.0,2000,,3,X,24H
6270,0.0,2000,,3,X,24K
6271,0.0,2000,,3,X,24P
6272,0.0,2000,,3,X,24R
6273,0.0,2000,,3,X,24Z
6257,0.0,2000,,L,X,24C
4647,0.0,2000,,3,L,24Z
4646,0.0,2000,,3,L,24R
4645,0.0,2000,,3,L,24P
2109,30000.0,2000,Committee for Southwest Virginia,D,J,24K
2108,8500.0,2000,Committee for Sam Gibbons,D,Z,24K
2107,2000.0,2000,Committee for Responsible Government, ,Y,24A
2106,5250.0,2000,Committee for Guam's Voice in Congress,D,Z,24K
2105,2000.0,2000,Committee for Fairness & Individual Rights, ,Y,24K
2104,439.0,2000,Committee for Fairness & Individual Rights, ,Y,24E
2110,14480.0,2000,Committee for Wendell Ford,D,Z,24K
2103,7500.0,2000,Committee for Democratic Action,D,J,24K
4601,0.0,2000,, ,L,24C
4602,0.0,2000,, ,L,24N
4603,0.0,2000,, ,L,24H
4604,0.0,2000,, ,L,24K
4605,0.0,2000,, ,L,24P
4606,0.0,2000,, ,L,24R
2102,13500.0,2000,Committee for Congressman Charlie Rose,D,Z,24K
2111,520.0,2000,Committee for Wendell Ford,D,Z,24Z
2112,27500.0,2000,Committee for Working Families,D,J,24K
2113,6000.0,2000,Committee for a Democratic Consensus,D,J,24K
2128,7652.0,2000,Committee to Re-Elect Duncan Hunter,R,Z,24Z
2127,13175.0,2000,Committee to Re-Elect Duncan Hunter,R,Z,24K
2126,3608.0,2000,Committee to Re-Elect Dana Rohrabacher,R,Z,24K
2125,3000.0,2000,Committee to Re-Elect Congressman Chris Smith,R,Z,24K
2124,11000.0,2000,Committee to Elect Mike McIntyre to Congress,D,Z,24K
2123,2750.0,2000,Committee to Elect McHugh,R,Z,24K
2122,8900.0,2000,Committee to Elect Judy Olson,D,Z,24K
2121,29000.0,2000,Committee to Elect Gary Ackerman,D,Z,24K
2120,341500.0,2000,Committee for the Preservation of Capitalism,R,J,24K
2119,9300.0,2000,Committee for a United Republican Team,R,J,24Z
2118,59900.0,2000,Committee for a United Republican Team,R,J,24K
2117,131000.0,2000,Committee for a Progressive Congress,D,J,24K
2116,144500.0,2000,Committee for a Livable Future,D,J,24K
2115,2004.0,2000,Committee for a Democratic Majority,D,J,24Z
2114,34500.0,2000,Committee for a Democratic Majority,D,J,24K
4607,0.0,2000,, ,L,24Z
4608,0.0,2000,,D,L,24E
4609,0.0,2000,,D,L,24F
4610,0.0,2000,,D,L,24A
4630,0.0,2000,,L,L,24A
4631,0.0,2000,,L,L,24C
4632,0.0,2000,,L,L,24N
4633,0.0,2000,,L,L,24H
4634,0.0,2000,,L,L,24K
4635,0.0,2000,,L,L,24P
4636,0.0,2000,,L,L,24R
4637,0.0,2000,,L,L,24Z
4638,0.0,2000,,3,L,24E
4639,0.0,2000,,3,L,24F
4640,0.0,2000,,3,L,24A
4641,0.0,2000,,3,L,24C
4642,0.0,2000,,3,L,24N
4643,0.0,2000,,3,L,24H
4644,0.0,2000,,3,L,24K
4629,0.0,2000,,L,L,24F
6292,0.0,2000,,U,X,24R
4628,0.0,2000,,L,L,24E
4626,0.0,2000,,I,L,24R
4611,0.0,2000,,D,L,24C
4612,0.0,2000,,D,L,24N
4613,0.0,2000,,D,L,24H
4614,0.0,2000,,D,L,24K
4615,0.0,2000,,D,L,24P
4616,0.0,2000,,D,L,24R
4617,0.0,2000,,D,L,24Z
4618,0.0,2000,,I,L,24E
4619,0.0,2000,,I,L,24F
4620,0.0,2000,,I,L,24A
4621,0.0,2000,,I,L,24C
4622,0.0,2000,,I,L,24N
4623,0.0,2000,,I,L,24H
4624,0.0,2000,,I,L,24K
4625,0.0,2000,,I,L,24P
4627,0.0,2000,,I,L,24Z
6293,0.0,2000,,U,X,24Z
621,0.0,2000,,U,C,24Z
620,0.0,2000,,U,C,24R
2075,14000.0,2000,Citizens for Bunning,R,Z,24K
2074,1000.0,2000,Citizens Watch 2000, ,Y,24K
2073,7500.0,2000,Citizen's PAC, ,Y,24K
2072,13000.0,2000,Ciro D Rodriguez for Congress,D,Z,24K
2071,1000.0,2000,Ciresi for Senate,D,Z,24Z
2070,4000.0,2000,Christopher Shays for Congress Cmte,R,Z,24K
2076,5000.0,2000,Citizens for Cardiss Collins,D,Z,24K
2069,5000.0,2000,Christopher Cox Congressional Cmte,R,Z,24R
2067,3000.0,2000,Christine Kehoe for Congress '98,D,Z,24K
2066,3000.0,2000,Christina Jeffrey for Congress,R,Z,24K
2065,6000.0,2000,Chris John for Congress Cmte,D,Z,24K
2064,2000.0,2000,Chet Edwards for Congress,D,Z,24K
2063,965.0,2000,"Cherry, Ray", ,Y,24E
2062,1000.0,2000,Charles Taylor for Congress Cmte,R,Z,24K
2068,124000.0,2000,Christopher Cox Congressional Cmte,R,Z,24K
2077,3000.0,2000,Citizens for Cochran,R,Z,24K
2078,2000.0,2000,Citizens for Eleanor Holmes Norton,D,Z,24K
2079,1250.0,2000,Citizens for Gary J Lapaille,D,J,24K
2094,11000.0,2000,Coble for Congress,R,Z,24K
2093,26000.0,2000,Clay Campaign Cmte,D,Z,24K
2092,21000.0,2000,Citizens for a Competitive America,D,J,24K
2091,6000.0,2000,Citizens for Waters,D,Z,24K
2090,2213.0,2000,Citizens for Truth & Character, ,Y,24A
2089,5000.0,2000,Citizens for Tony Hall,D,Z,24K
2088,3500.0,2000,Citizens for Tom Petri,R,Z,24K
2087,17500.0,2000,Citizens for Sarbanes,D,Z,24K
2086,200.0,2000,Citizens for Robert Marshall,R,Z,24K
2085,1000.0,2000,Citizens for Responsible Government/MO, ,J,24K
2084,1265.0,2000,Citizens for Progressive Action, ,Y,24E
1375,0.0,2000,, ,E,24F
2082,9000.0,2000,Citizens for John Olver for Congress,D,Z,24K
2081,1000.0,2000,Citizens for Joe Kennedy 1988,D,Z,24K
2080,3500.0,2000,Citizens for Gillmor,R,Z,24K
2061,25000.0,2000,Charles A Gonzalez Congressional Campaign,D,Z,24K
2060,72500.0,2000,Changing Tide Cmte,R,J,24K
2059,1000.0,2000,Chambliss for Congress,R,Z,24K
2058,1000.0,2000,Castle Campaign Fund,R,Z,24K
2038,4447.0,2000,Building Our Bases (BOBS) PAC,R,J,24Z
2037,47100.0,2000,Building Our Bases (BOBS) PAC,R,J,24K
2036,4899.0,2000,Bud Shuster for Congress Cmte,R,Z,24Z
2035,1000.0,2000,Bud Shuster for Congress Cmte,R,Z,24K
2034,18000.0,2000,Buckeye PAC,R,J,24K
2033,48500.0,2000,Buck McKeon for Congress,R,Z,24K
2032,4000.0,2000,Brian Baird for Congress,D,Z,24K
2031,1640.0,2000,"Brayton, Alan R", ,Y,24F
2030,1000.0,2000,Branch County Republican Cmte,R,Z,24K
2029,12000.0,2000,Brady for Congress,R,Z,24K
2028,1000.0,2000,Brad Carson for Congress,D,Z,24K
2027,17000.0,2000,Boyd for Congress,D,Z,24K
2026,35000.0,2000,Boucher for Congress Cmte,D,Z,24K
2025,20000.0,2000,Borski for Congress Cmte,D,Z,24K
2024,9000.0,2000,Bobby Scott for Congress,D,Z,24K
2039,2000.0,2000,Burr for Congress Cmte,R,Z,24K
2095,6000.0,2000,Collins for Senator,R,Z,24K
2040,1998.0,2000,Business Education PAC, ,Y,24E
2042,51000.0,2000,California 2000,R,J,24K
2057,550.0,2000,Casso for Congress,D,Z,24K
2056,5000.0,2000,Cass Ballenger for Congress Cmte,R,Z,24K
2055,11850.0,2000,Carrie Meek for Congress,D,Z,24K
2054,39250.0,2000,Carolyn's PAC,D,J,24K
2053,18000.0,2000,Capuano for Congress Cmte,D,Z,24K
2052,1250.0,2000,Cantwell2000.com,D,Z,24K
2051,16000.0,2000,Cannon for Congress,R,Z,24K
2050,27000.0,2000,Canady for Congress Cmte,R,Z,24K
2049,1375.0,2000,Campbell Victory Fund,R,Z,24K
2048,42000.0,2000,Campaign for America's Future,R,J,24K
2047,8500.0,2000,Campaign Fund of Don DiFrancesco,R,J,24K
2046,3000.0,2000,Campaign America,R,J,24K
2045,9000.0,2000,Callahan for Congress Cmte,R,Z,24K
2044,57500.0,2000,California Victory 2000,D,Z,24K
2043,9000.0,2000,California Aggressive Leadership PAC,D,J,24K
2041,1000.0,2000,Cal Dooley for Congress,D,Z,24K
2022,11000.0,2000,Bob Stump Election Cmte,R,Z,24K
2096,2500.0,2000,Coloradans for David Skaggs,D,Z,24K
2098,44685.0,2000,Combest Congressional Cmte,R,Z,24K
600,0.0,2000,,3,C,24R
599,0.0,2000,,3,C,24P
598,0.0,2000,,3,C,24K
597,0.0,2000,,3,C,24H
596,0.0,2000,,3,C,24N
595,0.0,2000,,3,C,24C
601,0.0,2000,,3,C,24Z
594,0.0,2000,,3,C,24A
592,0.0,2000,,3,C,24E
591,0.0,2000,,L,C,24Z
590,0.0,2000,,L,C,24R
589,0.0,2000,,L,C,24P
588,0.0,2000,,L,C,24K
587,0.0,2000,,L,C,24H
593,0.0,2000,,3,C,24F
602,0.0,2000,,R,C,24E
603,0.0,2000,,R,C,24F
604,0.0,2000,,R,C,24A
619,0.0,2000,,U,C,24P
618,0.0,2000,,U,C,24K
617,0.0,2000,,U,C,24H
616,0.0,2000,,U,C,24N
615,0.0,2000,,U,C,24C
614,0.0,2000,,U,C,24A
613,0.0,2000,,U,C,24F
612,0.0,2000,,U,C,24E
611,0.0,2000,,R,C,24Z
610,0.0,2000,,R,C,24R
609,0.0,2000,,R,C,24P
608,0.0,2000,,R,C,24K
607,0.0,2000,,R,C,24H
606,0.0,2000,,R,C,24N
605,0.0,2000,,R,C,24C
586,0.0,2000,,L,C,24N
585,0.0,2000,,L,C,24C
584,0.0,2000,,L,C,24A
583,0.0,2000,,L,C,24F
563,0.0,2000,,D,C,24F
562,0.0,2000,,D,C,24E
561,0.0,2000,, ,C,24Z
560,0.0,2000,, ,C,24R
559,0.0,2000,, ,C,24P
558,0.0,2000,, ,C,24K
557,0.0,2000,, ,C,24H
556,0.0,2000,, ,C,24N
555,0.0,2000,, ,C,24C
554,0.0,2000,, ,C,24A
553,0.0,2000,, ,C,24F
552,0.0,2000,, ,C,24E
2101,11000.0,2000,Committee for Common Sense in Government,D,J,24K
2100,750.0,2000,Commander's Majority Fund, ,Y,24K
2099,1000.0,2000,Comite Eleccion de Carlos Romero-Barcelo,3,Z,24K
564,0.0,2000,,D,C,24A
2097,5000.0,2000,Colorado Republican Campaign Cmte,R,Z,24K
565,0.0,2000,,D,C,24C
567,0.0,2000,,D,C,24H
582,0.0,2000,,L,C,24E
581,0.0,2000,,I,C,24Z
580,0.0,2000,,I,C,24R
579,0.0,2000,,I,C,24P
578,0.0,2000,,I,C,24K
577,0.0,2000,,I,C,24H
576,0.0,2000,,I,C,24N
575,0.0,2000,,I,C,24C
574,0.0,2000,,I,C,24A
573,0.0,2000,,I,C,24F
572,0.0,2000,,I,C,24E
571,0.0,2000,,D,C,24Z
570,0.0,2000,,D,C,24R
569,0.0,2000,,D,C,24P
568,0.0,2000,,D,C,24K
566,0.0,2000,,D,C,24N
1376,0.0,2000,, ,E,24A
2482,127000.0,2000,Hoyer for Congress,D,Z,24K
1378,0.0,2000,, ,E,24N
2950,9707.0,2000,Secure America's Majority PAC,R,J,24Z
2949,1838.0,2000,Secure America's Majority PAC,R,J,24K
2948,4500.0,2000,Second District Congressnl Dem Cmte-Iowa,D,Z,24K
2947,5000.0,2000,Second Congr Dist Democratic Party,D,Z,24K
2946,2954.0,2000,Searchlight Leadership Fund,D,J,24Z
2945,135000.0,2000,Searchlight Leadership Fund,D,J,24K
2944,6000.0,2000,Science Leadership PAC, ,Y,24K
2943,49100.0,2000,Schroeder for Congress Cmte,D,Z,24K
2942,38250.0,2000,Schakowsky for Congress,D,Z,24K
2941,175.0,2000,Santa Cruz Green Campaign 2000,3,Z,24K
2940,899.0,2000,Santa Cruz Green Campaign 2000,3,Z,24E
2939,1000.0,2000,Santa Clara County United Demo Campaign,D,Z,24E
5841,0.0,2000,,D,Y,24Z
5842,0.0,2000,,I,Y,24E
5843,0.0,2000,,I,Y,24F
5844,0.0,2000,,I,Y,24A
5845,0.0,2000,,I,Y,24C
2951,0.0,2000,Senate District 37-Repub Party of Minn,R,Z,24K
5846,0.0,2000,,I,Y,24N
2952,132000.0,2000,Senate Victory Fund,R,J,24K
2954,14500.0,2000,Senator Dale Bumpers Re-election Cmte,D,Z,24K
2971,475.0,2000,Socialist National Cmte/Wisconsin,3,Z,24K
2970,1000.0,2000,Snyder for Congress Campaign Cmte,D,Z,24K
2969,4000.0,2000,Snowe for Senate,R,Z,24K
2968,1000.0,2000,Snowbarger for Congress,R,Z,24K
2967,250.0,2000,Smith for Congress,R,Z,24K
2966,10000.0,2000,Sixth Congressional District Republican Party,R,Z,24K
2965,5000.0,2000,Singh PAC, ,Y,24K
2964,3000.0,2000,Simpson for Congress,R,Z,24K
2963,9000.0,2000,Silvestre Reyes for US Congress,D,Z,24K
2962,6500.0,2000,Sherman for Congress,D,Z,24K
2961,1000.0,2000,Shelby for US Senate,R,Z,24K
2960,12500.0,2000,Sheila Jackson Lee for Congress,D,Z,24K
2959,4587.0,2000,"Shapp, Richard A", ,Y,24A
2958,7500.0,2000,Seventh District Republican Party of Wisconsin,R,Z,24K
2957,5500.0,2000,Seventh District DFL Campaign Cmte,D,Z,24K
2956,5000.0,2000,Serrano for Congress,D,Z,24K
2955,9000.0,2000,Senator John Warner Cmte,R,Z,24K
2953,6500.0,2000,Senator Chafee Cmte,R,Z,24K
2972,37234.0,2000,Socialist Workers National Campaign Cmte,3,Z,24C
5847,0.0,2000,,I,Y,24H
5849,0.0,2000,,I,Y,24P
5871,0.0,2000,,3,Y,24Z
5872,0.0,2000,,R,Y,24E
5873,0.0,2000,,R,Y,24F
5874,0.0,2000,,R,Y,24A
5875,0.0,2000,,R,Y,24C
5876,0.0,2000,,R,Y,24N
5877,0.0,2000,,R,Y,24H
5878,0.0,2000,,R,Y,24K
5879,0.0,2000,,R,Y,24P
5880,0.0,2000,,R,Y,24R
5881,0.0,2000,,R,Y,24Z
5882,0.0,2000,,U,Y,24E
5883,0.0,2000,,U,Y,24F
5884,0.0,2000,,U,Y,24A
5885,0.0,2000,,U,Y,24C
5886,0.0,2000,,U,Y,24N
5887,0.0,2000,,U,Y,24H
5870,0.0,2000,,3,Y,24R
5848,0.0,2000,,I,Y,24K
5869,0.0,2000,,3,Y,24P
5867,0.0,2000,,3,Y,24H
5850,0.0,2000,,I,Y,24R
5851,0.0,2000,,I,Y,24Z
5852,0.0,2000,,L,Y,24E
5853,0.0,2000,,L,Y,24F
5854,0.0,2000,,L,Y,24A
5855,0.0,2000,,L,Y,24C
5856,0.0,2000,,L,Y,24N
5857,0.0,2000,,L,Y,24H
5858,0.0,2000,,L,Y,24K
5859,0.0,2000,,L,Y,24P
5860,0.0,2000,,L,Y,24R
5861,0.0,2000,,L,Y,24Z
5862,0.0,2000,,3,Y,24E
5863,0.0,2000,,3,Y,24F
5864,0.0,2000,,3,Y,24A
5865,0.0,2000,,3,Y,24C
5866,0.0,2000,,3,Y,24N
5868,0.0,2000,,3,Y,24K
5888,0.0,2000,,U,Y,24K
2973,24000.0,2000,Solarz for Congress,D,Z,24K
2975,15000.0,2000,Solis for Congress,D,Z,24K
3034,21000.0,2000,Time Future Inc,D,J,24K
3033,25.0,2000,Tim Steele for Congress,D,Z,24K
3032,24000.0,2000,Thurman for Congress,D,Z,24K
3031,500.0,2000,Thornberry for Congress,R,Z,24K
3030,4000.0,2000,Thomas J Bliley for Congress Cmte,R,Z,24K
3029,5000.0,2000,Third District Republican Party,R,Z,24K
3028,1000.0,2000,Third District North Carolina Repub Pty,R,Z,24K
3027,1000.0,2000,Third District Democratic Central Cmte,D,Z,24K
3026,1000.0,2000,Theresa De Leon for Congress,R,Z,24K
3025,27426.0,2000,Texas Republican Congressional Cmte,R,Z,24K
3024,11704.0,2000,Texas Republican Congressional Cmte,R,Z,24C
3023,90.0,2000,Texas Freedom Fund,R,J,24Z
3022,130410.0,2000,Texas Freedom Fund,R,J,24K
3021,13500.0,2000,Texans for Lamar Smith,R,Z,24K
3020,23000.0,2000,Texans for Henry Bonilla,R,Z,24K
3019,3257.0,2000,Tenth Congressional District Democratic Cmte,D,Z,24C
3018,1500.0,2000,Tenth Cong District Democratic Cmte of Virginia,D,Z,24K
