,Amount,Cycle,Destination,Party,RealCode
5552,0.0,1996,Cmte,U,F7000
14466,0.0,1996,Cand,U,G3000
14465,0.0,1996,Cmte,U,G3000
14464,0.0,1996,Cand,3,G3000
14463,0.0,1996,Cmte,3,G3000
14462,0.0,1996,Cmte,L,G3000
14461,0.0,1996,Cand,I,G3000
14460,0.0,1996,Cmte,I,G3000
5553,0.0,1996,Cand,U,F7000
14459,0.0,1996,Cand, ,G3000
14528,0.0,1996,Cmte,U,Z9000
5491,0.0,1996,Cmte,U,E1240
14581,0.0,1996,Cand,U,C2200
14580,0.0,1996,Cmte,U,C2200
14579,0.0,1996,Cand,3,C2200
14578,0.0,1996,Cmte,3,C2200
14577,0.0,1996,Cand,I,C2200
14576,0.0,1996,Cmte,I,C2200
14575,0.0,1996,Cand, ,C2200
5492,0.0,1996,Cand,U,E1240
14574,0.0,1996,Cmte, ,C2200
5484,0.0,1996,Cand, ,E1240
5485,0.0,1996,Cmte,I,E1240
5486,0.0,1996,Cand,I,E1240
5487,0.0,1996,Cmte,L,E1240
5488,0.0,1996,Cand,L,E1240
5489,0.0,1996,Cmte,3,E1240
5490,0.0,1996,Cand,3,E1240
5483,0.0,1996,Cmte, ,E1240
14017,0.0,1996,Cand,D,e2000
14458,0.0,1996,Cmte, ,G3000
5596,0.0,1996,Cand, ,JE300
5663,0.0,1996,Cand,L,A1500
5664,0.0,1996,Cmte,3,A1500
5665,0.0,1996,Cmte,U,A1500
5666,0.0,1996,Cand,U,A1500
14329,0.0,1996,Cand,U,x7000
14328,0.0,1996,Cmte,U,x7000
14327,0.0,1996,Cand,R,x7000
5662,0.0,1996,Cmte,L,A1500
14326,0.0,1996,Cmte,R,x7000
14324,0.0,1996,Cmte,3,x7000
14323,0.0,1996,Cand,L,x7000
14322,0.0,1996,Cmte,L,x7000
14321,0.0,1996,Cand,I,x7000
14320,0.0,1996,Cmte,I,x7000
14319,0.0,1996,Cand,D,x7000
14318,0.0,1996,Cmte,D,x7000
14325,0.0,1996,Cand,3,x7000
5595,0.0,1996,Cmte, ,JE300
5661,0.0,1996,Cand,I,A1500
5659,0.0,1996,Cand, ,A1500
5597,0.0,1996,Cmte,I,JE300
5598,0.0,1996,Cand,I,JE300
5599,0.0,1996,Cmte,L,JE300
5600,0.0,1996,Cand,L,JE300
5601,0.0,1996,Cmte,3,JE300
5602,0.0,1996,Cmte,U,JE300
5603,0.0,1996,Cand,U,JE300
5660,0.0,1996,Cmte,I,A1500
14411,0.0,1996,Cand,U,M0000
14409,0.0,1996,Cmte,3,M0000
14408,0.0,1996,Cmte,L,M0000
14407,0.0,1996,Cand,I,M0000
14406,0.0,1996,Cmte,I,M0000
14405,0.0,1996,Cand, ,M0000
14404,0.0,1996,Cmte, ,M0000
5658,0.0,1996,Cmte, ,A1500
14410,0.0,1996,Cmte,U,M0000
14016,0.0,1996,Cmte,D,e2000
14015,0.0,1996,Cand, ,e2000
14014,0.0,1996,Cmte, ,e2000
6321,0.0,1996,Cand,U,M3300
13629,0.0,1996,Cand,U,H6000
13628,0.0,1996,Cmte,U,H6000
13627,0.0,1996,Cand,L,H6000
13626,0.0,1996,Cmte,L,H6000
13625,0.0,1996,Cand,I,H6000
13624,0.0,1996,Cmte,I,H6000
6320,0.0,1996,Cmte,U,M3300
13623,0.0,1996,Cand, ,H6000
6376,0.0,1996,Cmte, ,M2100
6377,0.0,1996,Cand, ,M2100
6378,0.0,1996,Cmte,I,M2100
6379,0.0,1996,Cand,I,M2100
6380,0.0,1996,Cmte,3,M2100
6381,0.0,1996,Cmte,U,M2100
6382,0.0,1996,Cand,U,M2100
13622,0.0,1996,Cmte, ,H6000
13574,0.0,1996,Cand,U,G4000
6319,0.0,1996,Cand,L,M3300
6317,0.0,1996,Cand,I,M3300
6255,0.0,1996,Cmte,U,LB100
6256,0.0,1996,Cand,U,LB100
13692,0.0,1996,Cand,U,C6000
13691,0.0,1996,Cmte,U,C6000
13690,0.0,1996,Cand,3,C6000
13689,0.0,1996,Cmte,3,C6000
13688,0.0,1996,Cand,L,C6000
6318,0.0,1996,Cmte,L,M3300
13687,0.0,1996,Cmte,L,C6000
13685,0.0,1996,Cmte,I,C6000
13684,0.0,1996,Cand,D,C6000
13683,0.0,1996,Cand, ,C6000
13682,0.0,1996,Cmte, ,C6000
6314,0.0,1996,Cmte, ,M3300
6315,0.0,1996,Cand, ,M3300
6316,0.0,1996,Cmte,I,M3300
13686,0.0,1996,Cand,I,C6000
6254,0.0,1996,Cand,R,LB100
13573,0.0,1996,Cmte,U,G4000
13571,0.0,1996,Cmte,I,G4000
13505,0.0,1996,Cmte,I,B2400
13504,0.0,1996,Cand, ,B2400
13503,0.0,1996,Cmte, ,B2400
13445,0.0,1996,Cand,U,F2200
13444,0.0,1996,Cmte,U,F2200
13443,0.0,1996,Cand,I,F2200
13442,0.0,1996,Cmte,I,F2200
13506,0.0,1996,Cand,I,B2400
13441,0.0,1996,Cand, ,F2200
6522,0.0,1996,Cmte, ,G5200
6523,0.0,1996,Cand, ,G5200
6524,0.0,1996,Cmte,I,G5200
6525,0.0,1996,Cand,I,G5200
6526,0.0,1996,Cmte,U,G5200
6527,0.0,1996,Cand,U,G5200
6567,0.0,1996,Cmte, ,D3000
13440,0.0,1996,Cmte, ,F2200
13572,0.0,1996,Cand,I,G4000
13507,0.0,1996,Cand,L,B2400
13509,0.0,1996,Cmte,U,B2400
13570,0.0,1996,Cand, ,G4000
13569,0.0,1996,Cmte, ,G4000
6442,0.0,1996,Cmte, ,Z5100
6443,0.0,1996,Cand, ,Z5100
6444,0.0,1996,Cmte,D,Z5100
6445,0.0,1996,Cand,D,Z5100
6446,0.0,1996,Cmte,I,Z5100
13508,0.0,1996,Cmte,3,B2400
6447,0.0,1996,Cand,I,Z5100
6449,0.0,1996,Cand,L,Z5100
6450,0.0,1996,Cmte,3,Z5100
6451,0.0,1996,Cand,3,Z5100
6452,0.0,1996,Cand,R,Z5100
6453,0.0,1996,Cmte,U,Z5100
6454,0.0,1996,Cand,U,Z5100
13510,0.0,1996,Cand,U,B2400
6448,0.0,1996,Cmte,L,Z5100
6569,0.0,1996,Cmte,I,D3000
6253,0.0,1996,Cand,3,LB100
6251,0.0,1996,Cand,L,LB100
13945,0.0,1996,Cand, ,H3400
13944,0.0,1996,Cmte, ,H3400
13874,0.0,1996,Cand,U,A3200
6111,0.0,1996,Cmte, ,T2310
6112,0.0,1996,Cand, ,T2310
6113,0.0,1996,Cmte,I,T2310
6114,0.0,1996,Cand,I,T2310
13946,0.0,1996,Cmte,I,H3400
6115,0.0,1996,Cmte,L,T2310
6117,0.0,1996,Cmte,U,T2310
6118,0.0,1996,Cand,U,T2310
13873,0.0,1996,Cmte,U,A3200
13872,0.0,1996,Cand,R,A3200
13871,0.0,1996,Cand,3,A3200
13870,0.0,1996,Cmte,3,A3200
13869,0.0,1996,Cand,L,A3200
6116,0.0,1996,Cmte,3,T2310
13868,0.0,1996,Cmte,L,A3200
13947,0.0,1996,Cand,I,H3400
13949,0.0,1996,Cand,3,H3400
6021,0.0,1996,Cmte, ,b4000
6022,0.0,1996,Cand, ,b4000
6023,0.0,1996,Cmte,D,b4000
6024,0.0,1996,Cand,D,b4000
6025,0.0,1996,Cmte,I,b4000
6026,0.0,1996,Cand,I,b4000
6027,0.0,1996,Cmte,L,b4000
13948,0.0,1996,Cmte,3,H3400
6028,0.0,1996,Cand,L,b4000
6030,0.0,1996,Cand,3,b4000
6031,0.0,1996,Cmte,R,b4000
6032,0.0,1996,Cand,R,b4000
6033,0.0,1996,Cmte,U,b4000
6034,0.0,1996,Cand,U,b4000
13951,0.0,1996,Cand,U,H3400
13950,0.0,1996,Cmte,U,H3400
6029,0.0,1996,Cmte,3,b4000
6252,0.0,1996,Cmte,3,LB100
13867,0.0,1996,Cand,I,A3200
13865,0.0,1996,Cand,D,A3200
13754,0.0,1996,Cmte,U,G1300
13753,0.0,1996,Cand,3,G1300
13752,0.0,1996,Cmte,3,G1300
13751,0.0,1996,Cand,L,G1300
13750,0.0,1996,Cmte,L,G1300
13749,0.0,1996,Cand,I,G1300
13748,0.0,1996,Cmte,I,G1300
13755,0.0,1996,Cand,U,G1300
13747,0.0,1996,Cand,D,G1300
13745,0.0,1996,Cand, ,G1300
13744,0.0,1996,Cmte, ,G1300
6246,0.0,1996,Cmte, ,LB100
6247,0.0,1996,Cand, ,LB100
6248,0.0,1996,Cmte,I,LB100
6249,0.0,1996,Cand,I,LB100
6250,0.0,1996,Cmte,L,LB100
13746,0.0,1996,Cmte,D,G1300
13866,0.0,1996,Cmte,I,A3200
13811,0.0,1996,Cmte, ,B1500
6182,0.0,1996,Cand,U,J5000
13864,0.0,1996,Cmte,D,A3200
13863,0.0,1996,Cand, ,A3200
13862,0.0,1996,Cmte, ,A3200
13816,0.0,1996,Cand,U,B1500
13815,0.0,1996,Cmte,U,B1500
13814,0.0,1996,Cand,I,B1500
13813,0.0,1996,Cmte,I,B1500
13812,0.0,1996,Cand, ,B1500
6173,0.0,1996,Cmte, ,J5000
6175,0.0,1996,Cmte,I,J5000
6176,0.0,1996,Cand,I,J5000
6177,0.0,1996,Cmte,L,J5000
6178,0.0,1996,Cand,L,J5000
6179,0.0,1996,Cmte,3,J5000
6180,0.0,1996,Cand,3,J5000
6181,0.0,1996,Cmte,U,J5000
6174,0.0,1996,Cand, ,J5000
12270,0.0,1996,Cmte,I,G2200
12269,0.0,1996,Cand, ,G2200
12268,0.0,1996,Cmte, ,G2200
10616,0.0,1996,Cmte,D,J7120
10615,0.0,1996,Cand, ,J7120
10614,0.0,1996,Cmte, ,J7120
9121,0.0,1996,Cmte, ,k2000
9122,0.0,1996,Cand, ,k2000
9123,0.0,1996,Cmte,D,k2000
9124,0.0,1996,Cand,D,k2000
9125,0.0,1996,Cmte,I,k2000
9126,0.0,1996,Cand,I,k2000
9127,0.0,1996,Cmte,L,k2000
9128,0.0,1996,Cand,L,k2000
9129,0.0,1996,Cmte,3,k2000
9130,0.0,1996,Cand,3,k2000
9131,0.0,1996,Cmte,R,k2000
9132,0.0,1996,Cand,R,k2000
10617,0.0,1996,Cmte,I,J7120
10618,0.0,1996,Cand,I,J7120
10619,0.0,1996,Cmte,L,J7120
10620,0.0,1996,Cmte,3,J7120
10684,0.0,1996,Cmte,3,E1620
10683,0.0,1996,Cand,I,E1620
10682,0.0,1996,Cmte,I,E1620
10681,0.0,1996,Cand, ,E1620
9049,0.0,1996,Cmte, ,E1210
9050,0.0,1996,Cand, ,E1210
9051,0.0,1996,Cmte,I,E1210
9133,0.0,1996,Cmte,U,k2000
9052,0.0,1996,Cand,I,E1210
9054,0.0,1996,Cand,L,E1210
9055,0.0,1996,Cmte,3,E1210
9056,0.0,1996,Cmte,U,E1210
9057,0.0,1996,Cand,U,E1210
10680,0.0,1996,Cmte, ,E1620
10622,0.0,1996,Cand,U,J7120
10621,0.0,1996,Cmte,U,J7120
9053,0.0,1996,Cmte,L,E1210
9134,0.0,1996,Cand,U,k2000
10572,0.0,1996,Cand,U,X3000
10571,0.0,1996,Cmte,U,X3000
10453,0.0,1996,Cmte,U,B2000
10452,0.0,1996,Cmte,3,B2000
10451,0.0,1996,Cmte,L,B2000
10450,0.0,1996,Cand,I,B2000
10449,0.0,1996,Cmte,I,B2000
9263,0.0,1996,Cmte, ,c5000
9264,0.0,1996,Cand, ,c5000
10454,0.0,1996,Cand,U,B2000
9265,0.0,1996,Cmte,D,c5000
9267,0.0,1996,Cmte,I,c5000
9268,0.0,1996,Cand,I,c5000
9269,0.0,1996,Cmte,L,c5000
9270,0.0,1996,Cand,L,c5000
9271,0.0,1996,Cmte,3,c5000
9272,0.0,1996,Cand,3,c5000
9273,0.0,1996,Cmte,R,c5000
9266,0.0,1996,Cand,D,c5000
10685,0.0,1996,Cmte,U,E1620
10508,0.0,1996,Cand, ,G4400
9212,0.0,1996,Cmte,U,F1100
10570,0.0,1996,Cand,I,X3000
10569,0.0,1996,Cmte,I,X3000
10568,0.0,1996,Cand, ,X3000
10567,0.0,1996,Cmte, ,X3000
10515,0.0,1996,Cand,U,G4400
10514,0.0,1996,Cmte,U,G4400
10513,0.0,1996,Cmte,3,G4400
9213,0.0,1996,Cand,U,F1100
10512,0.0,1996,Cand,L,G4400
10510,0.0,1996,Cand,I,G4400
10509,0.0,1996,Cmte,I,G4400
9207,0.0,1996,Cmte, ,F1100
9208,0.0,1996,Cand, ,F1100
9209,0.0,1996,Cmte,I,F1100
9210,0.0,1996,Cand,I,F1100
9211,0.0,1996,Cmte,3,F1100
10511,0.0,1996,Cmte,L,G4400
10686,0.0,1996,Cand,U,E1620
10739,0.0,1996,Cmte, ,E1180
10740,0.0,1996,Cand, ,E1180
10956,0.0,1996,Cmte,3,J3000
10955,0.0,1996,Cand,L,J3000
10954,0.0,1996,Cmte,L,J3000
10953,0.0,1996,Cand,I,J3000
10952,0.0,1996,Cmte,I,J3000
10951,0.0,1996,Cmte,D,J3000
10950,0.0,1996,Cand, ,J3000
10957,0.0,1996,Cand,3,J3000
10949,0.0,1996,Cmte, ,J3000
10898,0.0,1996,Cmte,U,C5100
10897,0.0,1996,Cand,I,C5100
10896,0.0,1996,Cmte,I,C5100
10895,0.0,1996,Cand, ,C5100
10894,0.0,1996,Cmte, ,C5100
8882,0.0,1996,Cmte, ,LA100
8883,0.0,1996,Cand, ,LA100
10899,0.0,1996,Cand,U,C5100
8884,0.0,1996,Cmte,D,LA100
8815,0.0,1996,Cand,U,M5300
8813,0.0,1996,Cand,3,M5300
8746,0.0,1996,Cand,U,M4300
11042,0.0,1996,Cmte,3,G2840
11041,0.0,1996,Cand,I,G2840
11040,0.0,1996,Cmte,I,G2840
11039,0.0,1996,Cand, ,G2840
11038,0.0,1996,Cmte, ,G2840
10961,0.0,1996,Cand,U,J3000
8814,0.0,1996,Cmte,U,M5300
10960,0.0,1996,Cmte,U,J3000
10958,0.0,1996,Cmte,R,J3000
8807,0.0,1996,Cmte, ,M5300
8808,0.0,1996,Cand, ,M5300
8809,0.0,1996,Cmte,I,M5300
8810,0.0,1996,Cand,I,M5300
8811,0.0,1996,Cmte,L,M5300
8812,0.0,1996,Cmte,3,M5300
10959,0.0,1996,Cand,R,J3000
9274,0.0,1996,Cand,R,c5000
8885,0.0,1996,Cand,D,LA100
8887,0.0,1996,Cand,I,LA100
8972,0.0,1996,Cmte, ,K2100
8973,0.0,1996,Cand, ,K2100
8974,0.0,1996,Cmte,I,K2100
8975,0.0,1996,Cand,I,K2100
8976,0.0,1996,Cmte,L,K2100
8977,0.0,1996,Cand,L,K2100
8978,0.0,1996,Cmte,3,K2100
10799,0.0,1996,Cmte, ,H1100
8979,0.0,1996,Cmte,U,K2100
10747,0.0,1996,Cand,U,E1180
10746,0.0,1996,Cmte,U,E1180
10745,0.0,1996,Cmte,3,E1180
10744,0.0,1996,Cand,L,E1180
10743,0.0,1996,Cmte,L,E1180
10742,0.0,1996,Cand,I,E1180
10741,0.0,1996,Cmte,I,E1180
8980,0.0,1996,Cand,U,K2100
8886,0.0,1996,Cmte,I,LA100
10800,0.0,1996,Cand, ,H1100
10802,0.0,1996,Cand,I,H1100
8888,0.0,1996,Cmte,L,LA100
8889,0.0,1996,Cand,L,LA100
8890,0.0,1996,Cmte,3,LA100
8891,0.0,1996,Cand,3,LA100
8892,0.0,1996,Cmte,R,LA100
8893,0.0,1996,Cand,R,LA100
8894,0.0,1996,Cmte,U,LA100
10801,0.0,1996,Cmte,I,H1100
8895,0.0,1996,Cand,U,LA100
10847,0.0,1996,Cmte,U,G2100
10846,0.0,1996,Cand,I,G2100
10845,0.0,1996,Cmte,I,G2100
10844,0.0,1996,Cand, ,G2100
10843,0.0,1996,Cmte, ,G2100
10804,0.0,1996,Cand,U,H1100
10803,0.0,1996,Cmte,U,H1100
10848,0.0,1996,Cand,U,G2100
9275,0.0,1996,Cmte,U,c5000
9276,0.0,1996,Cand,U,c5000
10448,0.0,1996,Cand, ,B2000
10023,0.0,1996,Cand,I,T8300
10022,0.0,1996,Cmte,I,T8300
9660,0.0,1996,Cmte, ,G2820
9661,0.0,1996,Cand, ,G2820
9662,0.0,1996,Cmte,I,G2820
9663,0.0,1996,Cand,I,G2820
9664,0.0,1996,Cand,L,G2820
10024,0.0,1996,Cmte,L,T8300
9665,0.0,1996,Cmte,3,G2820
9667,0.0,1996,Cand,U,G2820
10021,0.0,1996,Cmte,D,T8300
10020,0.0,1996,Cand, ,T8300
10019,0.0,1996,Cmte, ,T8300
9959,0.0,1996,Cand,U,X4110
9958,0.0,1996,Cmte,U,X4110
9957,0.0,1996,Cand,3,X4110
9666,0.0,1996,Cmte,U,G2820
9956,0.0,1996,Cmte,3,X4110
10025,0.0,1996,Cand,L,T8300
10027,0.0,1996,Cmte,U,T8300
10095,0.0,1996,Cmte,U,F1200
10094,0.0,1996,Cmte,3,F1200
9597,0.0,1996,Cmte, ,T1600
9598,0.0,1996,Cand, ,T1600
9599,0.0,1996,Cmte,I,T1600
9600,0.0,1996,Cand,I,T1600
9601,0.0,1996,Cmte,L,T1600
10026,0.0,1996,Cmte,3,T8300
9602,0.0,1996,Cmte,3,T1600
9604,0.0,1996,Cand,U,T1600
10093,0.0,1996,Cmte,L,F1200
10092,0.0,1996,Cand,I,F1200
10091,0.0,1996,Cmte,I,F1200
10090,0.0,1996,Cand, ,F1200
10089,0.0,1996,Cmte, ,F1200
10028,0.0,1996,Cand,U,T8300
9603,0.0,1996,Cmte,U,T1600
10096,0.0,1996,Cand,U,F1200
9955,0.0,1996,Cand,L,X4110
9953,0.0,1996,Cand,I,X4110
9880,0.0,1996,Cmte,L,D6000
9879,0.0,1996,Cand,I,D6000
9878,0.0,1996,Cmte,I,D6000
9877,0.0,1996,Cand,D,D6000
9797,0.0,1996,Cmte, ,L0000
9798,0.0,1996,Cand, ,L0000
9799,0.0,1996,Cmte,I,L0000
9881,0.0,1996,Cand,L,D6000
9800,0.0,1996,Cand,I,L0000
9802,0.0,1996,Cand,L,L0000
9803,0.0,1996,Cmte,3,L0000
9804,0.0,1996,Cmte,U,L0000
9805,0.0,1996,Cand,U,L0000
9876,0.0,1996,Cmte,D,D6000
9875,0.0,1996,Cand, ,D6000
9874,0.0,1996,Cmte, ,D6000
9801,0.0,1996,Cmte,L,L0000
9954,0.0,1996,Cmte,L,X4110
9882,0.0,1996,Cmte,3,D6000
9884,0.0,1996,Cmte,R,D6000
9952,0.0,1996,Cmte,I,X4110
9722,0.0,1996,Cmte, ,H3300
9723,0.0,1996,Cand, ,H3300
9724,0.0,1996,Cmte,I,H3300
9725,0.0,1996,Cand,I,H3300
9726,0.0,1996,Cmte,L,H3300
9727,0.0,1996,Cand,L,H3300
9883,0.0,1996,Cand,3,D6000
9728,0.0,1996,Cmte,3,H3300
9730,0.0,1996,Cmte,U,H3300
9731,0.0,1996,Cand,U,H3300
9951,0.0,1996,Cand, ,X4110
9950,0.0,1996,Cmte, ,X4110
9887,0.0,1996,Cand,U,D6000
9886,0.0,1996,Cmte,U,D6000
9885,0.0,1996,Cand,R,D6000
9729,0.0,1996,Cand,3,H3300
8745,0.0,1996,Cmte,U,M4300
10153,0.0,1996,Cmte, ,G1000
10155,0.0,1996,Cmte,I,G1000
10328,0.0,1996,Cand,U,F2600
10327,0.0,1996,Cmte,U,F2600
10326,0.0,1996,Cand,3,F2600
10325,0.0,1996,Cmte,3,F2600
10324,0.0,1996,Cand,L,F2600
10323,0.0,1996,Cmte,L,F2600
10322,0.0,1996,Cand,I,F2600
9362,0.0,1996,Cand,U,J7400
10321,0.0,1996,Cmte,I,F2600
10319,0.0,1996,Cmte, ,F2600
9414,0.0,1996,Cmte, ,F4200
9415,0.0,1996,Cand, ,F4200
9416,0.0,1996,Cmte,I,F4200
9417,0.0,1996,Cand,I,F4200
9418,0.0,1996,Cmte,U,F4200
9419,0.0,1996,Cand,U,F4200
10320,0.0,1996,Cand, ,F2600
10244,0.0,1996,Cand,U,f1400
9361,0.0,1996,Cmte,U,J7400
9359,0.0,1996,Cand,L,J7400
10447,0.0,1996,Cmte, ,B2000
10392,0.0,1996,Cand,U,B4300
10391,0.0,1996,Cmte,U,B4300
10390,0.0,1996,Cand,3,B4300
10389,0.0,1996,Cmte,3,B4300
10388,0.0,1996,Cand,L,B4300
10387,0.0,1996,Cmte,L,B4300
9360,0.0,1996,Cmte,3,J7400
10386,0.0,1996,Cand,I,B4300
10384,0.0,1996,Cand, ,B4300
10383,0.0,1996,Cmte, ,B4300
9354,0.0,1996,Cmte, ,J7400
9355,0.0,1996,Cand, ,J7400
9356,0.0,1996,Cmte,I,J7400
9357,0.0,1996,Cand,I,J7400
9358,0.0,1996,Cmte,L,J7400
10385,0.0,1996,Cmte,I,B4300
10154,0.0,1996,Cand, ,G1000
10243,0.0,1996,Cmte,U,f1400
10241,0.0,1996,Cmte,R,f1400
10233,0.0,1996,Cmte,D,f1400
10232,0.0,1996,Cand, ,f1400
10231,0.0,1996,Cmte, ,f1400
10162,0.0,1996,Cand,U,G1000
10161,0.0,1996,Cmte,U,G1000
10160,0.0,1996,Cand,3,G1000
10159,0.0,1996,Cmte,3,G1000
9479,0.0,1996,Cand,U,T5000
10158,0.0,1996,Cand,L,G1000
9543,0.0,1996,Cmte, ,G2400
9544,0.0,1996,Cand, ,G2400
9545,0.0,1996,Cmte,I,G2400
9546,0.0,1996,Cand,I,G2400
9547,0.0,1996,Cmte,U,G2400
9548,0.0,1996,Cand,U,G2400
10156,0.0,1996,Cand,I,G1000
10157,0.0,1996,Cmte,L,G1000
10242,0.0,1996,Cand,R,f1400
9478,0.0,1996,Cmte,U,T5000
9476,0.0,1996,Cand,3,T5000
10240,0.0,1996,Cand,3,f1400
10239,0.0,1996,Cmte,3,f1400
10238,0.0,1996,Cand,L,f1400
10237,0.0,1996,Cmte,L,f1400
10236,0.0,1996,Cand,I,f1400
10235,0.0,1996,Cmte,I,f1400
10234,0.0,1996,Cand,D,f1400
9477,0.0,1996,Cand,R,T5000
9467,0.0,1996,Cmte, ,T5000
9469,0.0,1996,Cmte,D,T5000
9470,0.0,1996,Cand,D,T5000
9471,0.0,1996,Cmte,I,T5000
9472,0.0,1996,Cand,I,T5000
9473,0.0,1996,Cmte,L,T5000
9474,0.0,1996,Cand,L,T5000
9475,0.0,1996,Cmte,3,T5000
9468,0.0,1996,Cand, ,T5000
8744,0.0,1996,Cmte,3,M4300
8743,0.0,1996,Cand,L,M4300
8742,0.0,1996,Cmte,L,M4300
11889,0.0,1996,Cmte, ,z1200
7989,0.0,1996,Cmte, ,G5500
7990,0.0,1996,Cand, ,G5500
7991,0.0,1996,Cmte,I,G5500
7992,0.0,1996,Cand,I,G5500
7993,0.0,1996,Cmte,L,G5500
7994,0.0,1996,Cand,L,G5500
11890,0.0,1996,Cand, ,z1200
7995,0.0,1996,Cmte,3,G5500
7997,0.0,1996,Cand,U,G5500
11841,0.0,1996,Cand,U,X3500
11840,0.0,1996,Cmte,U,X3500
11839,0.0,1996,Cand,I,X3500
11838,0.0,1996,Cmte,I,X3500
11837,0.0,1996,Cand, ,X3500
11836,0.0,1996,Cmte, ,X3500
7996,0.0,1996,Cmte,U,G5500
11780,0.0,1996,Cand,U,J6200
11891,0.0,1996,Cmte,D,z1200
11893,0.0,1996,Cmte,I,z1200
7933,0.0,1996,Cmte,I,X4200
7934,0.0,1996,Cand,I,X4200
7935,0.0,1996,Cmte,L,X4200
7936,0.0,1996,Cand,L,X4200
7937,0.0,1996,Cmte,3,X4200
7938,0.0,1996,Cmte,U,X4200
7939,0.0,1996,Cand,U,X4200
11892,0.0,1996,Cand,D,z1200
11902,0.0,1996,Cand,U,z1200
11900,0.0,1996,Cand,R,z1200
11899,0.0,1996,Cmte,R,z1200
11898,0.0,1996,Cand,3,z1200
11897,0.0,1996,Cmte,3,z1200
11896,0.0,1996,Cand,L,z1200
11895,0.0,1996,Cmte,L,z1200
11894,0.0,1996,Cand,I,z1200
11901,0.0,1996,Cmte,U,z1200
7932,0.0,1996,Cand, ,X4200
11779,0.0,1996,Cmte,U,J6200
8062,0.0,1996,Cmte, ,Z5200
11721,0.0,1996,Cand,I,G5250
11720,0.0,1996,Cmte,I,G5250
11719,0.0,1996,Cand, ,G5250
11718,0.0,1996,Cmte, ,G5250
8149,0.0,1996,Cmte, ,B5300
8150,0.0,1996,Cand, ,B5300
8151,0.0,1996,Cmte,I,B5300
11722,0.0,1996,Cmte,U,G5250
8152,0.0,1996,Cand,I,B5300
8154,0.0,1996,Cand,L,B5300
8155,0.0,1996,Cmte,U,B5300
8156,0.0,1996,Cand,U,B5300
11664,0.0,1996,Cand,U,M4000
11663,0.0,1996,Cmte,U,M4000
11662,0.0,1996,Cand,I,M4000
11661,0.0,1996,Cmte,I,M4000
8153,0.0,1996,Cmte,L,B5300
11778,0.0,1996,Cmte,3,J6200
11723,0.0,1996,Cand,U,G5250
11773,0.0,1996,Cand, ,J6200
8063,0.0,1996,Cand, ,Z5200
8064,0.0,1996,Cand,D,Z5200
8065,0.0,1996,Cmte,I,Z5200
8066,0.0,1996,Cand,I,Z5200
8067,0.0,1996,Cmte,L,Z5200
8068,0.0,1996,Cand,L,Z5200
8069,0.0,1996,Cmte,3,Z5200
11772,0.0,1996,Cmte, ,J6200
8070,0.0,1996,Cand,3,Z5200
8072,0.0,1996,Cand,R,Z5200
8073,0.0,1996,Cmte,U,Z5200
8074,0.0,1996,Cand,U,Z5200
11777,0.0,1996,Cmte,L,J6200
11776,0.0,1996,Cand,I,J6200
11775,0.0,1996,Cmte,I,J6200
11774,0.0,1996,Cmte,D,J6200
8071,0.0,1996,Cmte,R,Z5200
11660,0.0,1996,Cand, ,M4000
7931,0.0,1996,Cmte, ,X4200
7887,0.0,1996,Cmte,U,H1400
12204,0.0,1996,Cmte, ,F4400
12145,0.0,1996,Cand,U,A4100
12144,0.0,1996,Cmte,U,A4100
12143,0.0,1996,Cmte,3,A4100
12142,0.0,1996,Cand,L,A4100
12141,0.0,1996,Cmte,L,A4100
12140,0.0,1996,Cand,I,A4100
12205,0.0,1996,Cand, ,F4400
12139,0.0,1996,Cmte,I,A4100
12137,0.0,1996,Cmte, ,A4100
7750,0.0,1996,Cand, ,Y1000
7751,0.0,1996,Cmte,I,Y1000
7752,0.0,1996,Cand,I,Y1000
7753,0.0,1996,Cmte,U,Y1000
7754,0.0,1996,Cand,U,Y1000
12090,0.0,1996,Cand,U,G4900
12138,0.0,1996,Cand, ,A4100
12089,0.0,1996,Cmte,U,G4900
12206,0.0,1996,Cmte,I,F4400
7680,0.0,1996,Cmte,U,g5210
12210,0.0,1996,Cand,U,F4400
12209,0.0,1996,Cmte,U,F4400
12208,0.0,1996,Cmte,L,F4400
12207,0.0,1996,Cand,I,F4400
7668,0.0,1996,Cmte, ,g5210
7669,0.0,1996,Cand, ,g5210
7670,0.0,1996,Cmte,D,g5210
7681,0.0,1996,Cand,U,g5210
7671,0.0,1996,Cand,D,g5210
7673,0.0,1996,Cand,I,g5210
7674,0.0,1996,Cmte,L,g5210
7675,0.0,1996,Cand,L,g5210
7676,0.0,1996,Cmte,3,g5210
7677,0.0,1996,Cand,3,g5210
7678,0.0,1996,Cmte,R,g5210
7679,0.0,1996,Cand,R,g5210
7672,0.0,1996,Cmte,I,g5210
7888,0.0,1996,Cand,U,H1400
12088,0.0,1996,Cmte,3,G4900
12086,0.0,1996,Cand,I,G4900
7836,0.0,1996,Cmte,3,H4300
7837,0.0,1996,Cmte,U,H4300
7838,0.0,1996,Cand,U,H4300
11987,0.0,1996,Cand,U,J9000
11986,0.0,1996,Cmte,U,J9000
11985,0.0,1996,Cmte,3,J9000
11984,0.0,1996,Cand,L,J9000
7835,0.0,1996,Cand,I,H4300
